reg_lambda,reg_alpha,num_leaves,n_estimators,max_depth,learning_rate,feature_fraction,bagging_fraction,Modelo,Metodo,ETF,date
168,0.09716051392839993,35,0.7903834486818305,0.6572326424798804,15,0.4663366049480582,1.3882141562678743,LGBMR,optuna,XLK,2019-01-03
160,0.0876585958380624,46,0.7720718023856703,0.6220444171176616,15,0.10170860440337741,1.2212237275708362,LGBMR,optuna,XLV,2019-01-03
283,0.0659892021277896,32,0.6190892724861687,0.7446141935271348,13,0.28129009317994214,1.0417158523067178,LGBMR,optuna,XLF,2019-01-03
268,0.046305798836005316,35,0.6307679385937558,0.7595648685193789,17,0.14087505990472265,1.2015906957782923,LGBMR,optuna,XLY,2019-01-03
283,0.07997191857782752,35,0.6903938976658571,0.6863119503631587,17,0.10005094141039002,1.0138586772429512,LGBMR,optuna,XLI,2019-01-03
196,0.027615761924304708,33,0.6656872979069416,0.6617089270438951,19,0.13593989550725177,1.0191812646973193,LGBMR,optuna,IYR,2019-01-03
257,0.05834326022766442,49,0.7519156798633831,0.6972430024962217,19,0.3950205525753895,1.4977084830130427,LGBMR,optuna,SPY,2019-01-03
147,0.04602889155657669,38,0.6558165252744446,0.6151030640038442,13,0.12047981608229909,1.4134897192448281,LGBMR,optuna,VOX,2019-01-03
240,0.036499505954204814,42,0.6538870743477123,0.6660401532302697,10,0.3223272514312714,1.2737918970780753,LGBMR,optuna,XLU,2019-01-03
135,0.010137280014184718,36,0.7913435328388244,0.7651600107130445,15,0.17383278923535897,1.3919818721143467,LGBMR,optuna,XLB,2019-02-01
259,0.04596365427642894,39,0.737508857209924,0.6047924862188192,12,0.42442111246493786,1.1094810044229038,LGBMR,optuna,XLI,2019-02-01
262,0.05736830915941032,44,0.7459641351803677,0.600048927082705,15,0.10035985097168851,1.458565014518318,LGBMR,optuna,XLK,2019-02-01
259,0.08957660728828988,38,0.7556857835021191,0.7916839657305894,18,0.25584002604682365,1.4422109084297066,LGBMR,optuna,XLY,2019-02-01
285,0.08052220149186998,31,0.6586960293491083,0.7548491051025077,10,0.1238197596134317,1.2640831686812952,LGBMR,optuna,XLE,2019-02-01
266,0.0482588512247751,38,0.7429995721553099,0.6655887544177121,19,0.35197780738553186,1.1055327717080106,LGBMR,optuna,XLP,2019-02-01
249,0.09266723583457595,44,0.7848601946624976,0.6373568051209242,10,0.4898531071238039,1.2399930318709864,LGBMR,optuna,SPY,2019-02-01
283,0.09136708335893624,31,0.7731767457823837,0.6199330896857492,11,0.10061342964978548,1.449649254676206,LGBMR,optuna,XLF,2019-02-01
134,0.07048192230572684,34,0.7143496297424878,0.6311734191273375,20,0.15529704029515473,1.3241655033861341,LGBMR,optuna,IYR,2019-02-01
216,0.023476880196076716,35,0.6269156426601917,0.7872387059088324,14,0.10273308472990714,1.3601166105923788,LGBMR,optuna,XLV,2019-02-01
279,0.033876318105385904,41,0.730156250070678,0.7641401981926175,10,0.12669475304215236,1.039472952720728,LGBMR,optuna,XLU,2019-02-01
245,0.04320982553837857,45,0.7733993246245122,0.6274806341260855,13,0.10504957687079929,1.4443698520608368,LGBMR,optuna,VOX,2019-02-01
258,0.033231356275796986,37,0.7547283777906427,0.6496499197120839,15,0.1270355718958626,1.0021581588992514,LGBMR,optuna,XLE,2019-03-01
201,0.02121337046390525,31,0.7447086791297873,0.751744542536832,20,0.1419699992834002,1.3218017584696786,LGBMR,optuna,XLY,2019-03-01
186,0.08864549373549939,39,0.755035292282516,0.7375598218603788,14,0.1005653491249337,1.0382610525121194,LGBMR,optuna,XLI,2019-03-01
165,0.026687506794525334,38,0.7299841507002621,0.6519674289042353,14,0.36219189227785265,1.0348990402345706,LGBMR,optuna,XLP,2019-03-01
116,0.016433230630808027,49,0.6486501410866574,0.648731028769988,19,0.14880513397410622,1.34807213419059,LGBMR,optuna,XLU,2019-03-01
248,0.04526408671565264,36,0.7507146051855849,0.639033100720734,13,0.15055955622237105,1.3043476705537045,LGBMR,optuna,XLB,2019-03-01
189,0.03446387712692537,48,0.7564061986470256,0.6618158300758268,18,0.1014870914690336,1.4401737897401994,LGBMR,optuna,XLV,2019-03-01
268,0.0284728822907162,48,0.7895109678424945,0.7972249004887202,16,0.1355867131508276,1.2525967145586585,LGBMR,optuna,SPY,2019-03-01
271,0.040039629343479835,46,0.600935640619566,0.6653448513249488,10,0.10041498662853075,1.1671584766235603,LGBMR,optuna,XLK,2019-03-01
100,0.09029300623993237,33,0.7570268907471901,0.7792141014909864,10,0.10164109041664175,1.0908496693164076,LGBMR,optuna,VOX,2019-03-01
295,0.06648561120185051,41,0.6002379467095952,0.6541942972901816,20,0.10188955765893376,1.320561649720831,LGBMR,optuna,XLF,2019-03-01
266,0.054358139556734235,46,0.7217759140577149,0.6972767886397497,14,0.10014589427567436,1.0523438238605163,LGBMR,optuna,IYR,2019-03-01
187,0.07662320233607742,34,0.7941980010082629,0.6890261957439998,14,0.23760590942209797,1.2954608505023413,LGBMR,optuna,XLE,2019-04-01
252,0.06023590342728565,45,0.7178237502947299,0.6306549535554441,16,0.14414282352435798,1.2369418612469123,LGBMR,optuna,XLI,2019-04-01
167,0.07513658815315186,47,0.6077596616828841,0.7989365477646535,19,0.10042913573012428,1.0111658960626406,LGBMR,optuna,XLK,2019-04-01
196,0.09060971968727209,37,0.6149913546998995,0.747365860774576,11,0.10108066700172298,1.4426355841296195,LGBMR,optuna,XLF,2019-04-01
125,0.07696818335765251,39,0.6473371149685188,0.7122048730031514,14,0.2827604226668404,1.4061987878414388,LGBMR,optuna,XLY,2019-04-01
297,0.09971196341524273,38,0.6809213952062283,0.6599373635206717,20,0.14866749280719802,1.2505602435127243,LGBMR,optuna,XLB,2019-04-01
287,0.07260799417202494,48,0.7858504247201621,0.6409087571259069,13,0.3972580392896289,1.1520072213735613,LGBMR,optuna,XLP,2019-04-01
158,0.02155208343043994,48,0.6217175250723471,0.6697317675430856,20,0.49623687427369745,1.3326729942268263,LGBMR,optuna,XLU,2019-04-01
159,0.040334665932674645,39,0.7780627387538234,0.6840313359468705,18,0.1789811618614823,1.0518739225201104,LGBMR,optuna,IYR,2019-04-01
216,0.09973822995433868,48,0.6395966790584707,0.7979889046331292,17,0.10021652271779517,1.3470771672669646,LGBMR,optuna,XLV,2019-04-01
111,0.061003791633349666,46,0.6273585501419636,0.69478687921842,12,0.1672516178116065,1.3804079434599896,LGBMR,optuna,SPY,2019-04-01
220,0.03556101576209188,46,0.7045277598537352,0.6743867086546297,16,0.17990416817710836,1.28638380013538,LGBMR,optuna,VOX,2019-04-01
103,0.09912440998976113,49,0.681639397056771,0.718744015652826,19,0.10511714084903988,1.190968693085216,LGBMR,optuna,XLE,2019-05-01
118,0.07051612091749536,33,0.6882052384089679,0.7366109099308967,11,0.10191748827880855,1.0853404669249427,LGBMR,optuna,XLK,2019-05-01
238,0.041559996492050055,45,0.7392343491398954,0.738458442866767,20,0.2171878967448782,1.114959071454238,LGBMR,optuna,XLI,2019-05-01
276,0.03167967006640783,49,0.6767963115796305,0.6005136826552154,12,0.41030566486077913,1.0484516112244828,LGBMR,optuna,XLP,2019-05-01
150,0.04313186615902322,32,0.6433649101501735,0.6260530556437002,17,0.23589219249747778,1.3512046893445495,LGBMR,optuna,XLY,2019-05-01
295,0.09910165967049488,42,0.7275048822349921,0.7293816362745231,12,0.1760360562110324,1.4905184316141133,LGBMR,optuna,XLB,2019-05-01
283,0.09202913624672497,46,0.6739866704771328,0.7633512530932697,20,0.44446300846239506,1.3277351571987255,LGBMR,optuna,SPY,2019-05-01
245,0.07911814470275973,48,0.7126503220293756,0.654037472551392,17,0.10024631323475648,1.3447373305533057,LGBMR,optuna,XLV,2019-05-01
160,0.09947760652451587,40,0.6683044883994305,0.7728948441625214,16,0.1010957504663937,1.2234782364060868,LGBMR,optuna,XLF,2019-05-01
165,0.04444852066986387,43,0.6933832468797401,0.708979113186843,13,0.10805544028519416,1.2396704558306155,LGBMR,optuna,IYR,2019-05-01
191,0.010454167332267835,43,0.6015663957253239,0.600310231519706,10,0.49481135250659414,1.489172027320603,LGBMR,optuna,XLU,2019-05-01
296,0.06504687277507197,42,0.6109354305551944,0.623141651138615,13,0.19376051528903224,1.0236489554260264,LGBMR,optuna,VOX,2019-05-01
166,0.013282597958286301,36,0.6274969740423777,0.7873454789313987,20,0.11939173669575229,1.3492652009171178,LGBMR,optuna,XLE,2019-06-03
112,0.010304081343196882,31,0.6431720436615119,0.632829658424529,20,0.1566018621831364,1.4910954023081988,LGBMR,optuna,XLB,2019-06-03
152,0.0551932026069511,44,0.605476849951572,0.7356992289373413,18,0.10251643637119645,1.4082169961749258,LGBMR,optuna,XLK,2019-06-03
163,0.07922058225044386,46,0.7927972861219605,0.7356328452337701,14,0.1877100626980468,1.217320469481821,LGBMR,optuna,XLI,2019-06-03
100,0.036631227071822925,39,0.7620679208396648,0.6415165998648633,20,0.11763605931032965,1.2763062550786513,LGBMR,optuna,XLV,2019-06-03
114,0.0909045192876709,49,0.6841042235404395,0.6509869556600127,14,0.24562006907508527,1.0170196918854941,LGBMR,optuna,XLY,2019-06-03
138,0.01870069139784341,34,0.6554950235702086,0.7674149392989738,20,0.4594861734117208,1.0779994511448505,LGBMR,optuna,SPY,2019-06-03
258,0.06435891102960813,46,0.7600162669566916,0.7982842452002316,10,0.46584296069870346,1.2519853023394127,LGBMR,optuna,XLF,2019-06-03
277,0.06898703486246692,47,0.6460068714824335,0.7952514430973896,19,0.46004278595348447,1.0222096753936285,LGBMR,optuna,XLP,2019-06-03
242,0.08528471137474658,38,0.7890248801490767,0.7226936583865817,13,0.11120786413209538,1.1366818993885444,LGBMR,optuna,IYR,2019-06-03
225,0.014632696458440314,42,0.6155525079367621,0.7252928465949903,13,0.35058717068068385,1.3404913520964488,LGBMR,optuna,XLU,2019-06-03
231,0.042418607482827976,42,0.7498373045628549,0.6926187141215213,19,0.1019216443039959,1.1631628334629416,LGBMR,optuna,VOX,2019-06-03
198,0.05146280146820715,44,0.7815289504172369,0.6813918297205712,11,0.10037074741630889,1.162747478620088,LGBMR,optuna,XLE,2019-07-01
201,0.011496117782811652,39,0.667201629477097,0.6373335489289695,10,0.3472836296243872,1.1446579961541241,LGBMR,optuna,XLB,2019-07-01
202,0.07631252757249585,38,0.6024333072600622,0.6274138963354151,16,0.428649245342293,1.4863081472140047,LGBMR,optuna,XLF,2019-07-01
281,0.03143630069037463,47,0.7357296179150105,0.7271706141361989,18,0.41665998713766683,1.0311889902893516,LGBMR,optuna,XLP,2019-07-01
296,0.033691894522856675,36,0.7942603272041429,0.7948766019468904,10,0.10037771362712136,1.0510247022848884,LGBMR,optuna,XLI,2019-07-01
231,0.09983921197589604,35,0.7846241096394174,0.6111307787793212,15,0.14361663601351402,1.3638416352771343,LGBMR,optuna,XLY,2019-07-01
276,0.08461878368357152,38,0.6548309497647312,0.7844324945284956,17,0.1004216022389742,1.2180748204449923,LGBMR,optuna,XLK,2019-07-01
184,0.09562176680442853,31,0.7494852436689379,0.752546734755789,16,0.4533102730090043,1.2920119763899365,LGBMR,optuna,XLU,2019-07-01
235,0.02905877976787686,42,0.6798954315345432,0.6553609593802886,11,0.10253940489890667,1.1575525106334303,LGBMR,optuna,XLV,2019-07-01
277,0.04928073631179223,42,0.73882455026134,0.7293169057049234,14,0.1692805291891336,1.2379555079499538,LGBMR,optuna,SPY,2019-07-01
207,0.0740255978583477,39,0.7953163533477772,0.6270471381858047,16,0.10272953134178575,1.1967100147655676,LGBMR,optuna,IYR,2019-07-01
273,0.08779595290286046,44,0.6912230231375749,0.7340540624681796,16,0.10389556392983547,1.4337340077147123,LGBMR,optuna,VOX,2019-07-01
165,0.09963908803252078,50,0.6398868889286022,0.7185183305618473,18,0.10128548399569011,1.4449364586765916,LGBMR,optuna,XLE,2019-08-01
295,0.019303321659959356,42,0.6484560444327477,0.6060709654203995,19,0.3581173213316039,1.4143584166109906,LGBMR,optuna,XLB,2019-08-01
134,0.09963892433111841,45,0.7359757925359489,0.6896248112715875,17,0.18265039754716,1.3030276765103914,LGBMR,optuna,XLF,2019-08-01
100,0.056896585935312875,45,0.7114762854396037,0.7374553205551369,19,0.29095256133199077,1.2137118462557808,LGBMR,optuna,XLP,2019-08-01
242,0.03487511830833222,37,0.7990380824677946,0.7284627365130859,10,0.1526984566501214,1.4968280559889602,LGBMR,optuna,XLY,2019-08-01
149,0.09775256685975439,46,0.6666649667125872,0.6474512685294155,11,0.1013932145020757,1.203804423941684,LGBMR,optuna,XLV,2019-08-01
253,0.010720556736673803,37,0.7680433442182026,0.6610880426728957,18,0.22540207982591728,1.079653755197699,LGBMR,optuna,XLI,2019-08-01
206,0.04163606471081979,50,0.7365490669039227,0.718640701375473,11,0.1003945288041933,1.0013477638608743,LGBMR,optuna,XLK,2019-08-01
209,0.08832645666413792,43,0.7673439012569887,0.6380489009755578,11,0.11761846044000679,1.351907081268075,LGBMR,optuna,SPY,2019-08-01
193,0.08592105652452489,36,0.6149028597325811,0.6162530474749915,13,0.42709169095562555,1.4230401565828876,LGBMR,optuna,XLU,2019-08-01
216,0.08787884096688259,38,0.6044184649346968,0.6408661235712542,18,0.3525181803014691,1.068612781290233,LGBMR,optuna,VOX,2019-08-01
299,0.06105563455792389,43,0.6309625447286407,0.7956542859412948,20,0.10184628353917924,1.0130940679461014,LGBMR,optuna,IYR,2019-08-01
123,0.04845930091872526,45,0.7963626746116343,0.6313545469881705,14,0.10294641838364899,1.0407120409484314,LGBMR,optuna,XLI,2019-09-03
161,0.07072493522201354,32,0.7527059150901905,0.6807547701607224,14,0.10096166721149814,1.001847650346511,LGBMR,optuna,XLK,2019-09-03
267,0.030928573518204716,47,0.7912661811893441,0.6328044414990166,18,0.2645587927003843,1.4855524352511529,LGBMR,optuna,XLB,2019-09-03
218,0.04015235993788779,38,0.6189679143853142,0.7501210558347746,20,0.11141025422114278,1.2171263886882822,LGBMR,optuna,XLE,2019-09-03
121,0.05725378459261069,48,0.6279552360274415,0.6076685283248344,14,0.27561337189078905,1.4298927697575547,LGBMR,optuna,SPY,2019-09-03
156,0.03700750893290378,42,0.7597850061561656,0.6468766468850145,19,0.4881428165174545,1.3624533154098235,LGBMR,optuna,XLP,2019-09-03
191,0.06865193699833946,38,0.6790021972082162,0.679517212721317,17,0.15472789010741272,1.3279524424968627,LGBMR,optuna,XLF,2019-09-03
287,0.06064633531998753,48,0.6078242177492945,0.7453164324819399,10,0.14986952449194668,1.2651240972360522,LGBMR,optuna,XLY,2019-09-03
231,0.09908455565704212,34,0.643238168794608,0.6319211520673146,18,0.10286692422367663,1.1844031024676227,LGBMR,optuna,XLV,2019-09-03
185,0.019875053878713248,43,0.7766252014135571,0.7179964218384864,15,0.12330693745813576,1.2721968341205128,LGBMR,optuna,XLU,2019-09-03
220,0.09848555792265987,42,0.7668005926518986,0.7129035650724774,10,0.1018748587398895,1.2084791640456325,LGBMR,optuna,IYR,2019-09-03
279,0.07859182583350038,47,0.6531569515782073,0.7229670031352098,17,0.1003957972453016,1.4111591966515284,LGBMR,optuna,VOX,2019-09-03
172,0.08947320802548607,40,0.7976635198471052,0.6307636103034391,20,0.100722670185953,1.3602438756142734,LGBMR,optuna,XLI,2019-10-01
119,0.0399950630718687,31,0.7487469835209384,0.7592412955480125,19,0.41871497613550146,1.4544214007312661,LGBMR,optuna,XLB,2019-10-01
147,0.04276987930867333,50,0.7665961471036463,0.7589149336091746,12,0.10526291487455285,1.2175860892259482,LGBMR,optuna,XLK,2019-10-01
234,0.06645754537123455,45,0.6780854486342531,0.713007252551199,11,0.11553918096093413,1.3681213553820732,LGBMR,optuna,XLE,2019-10-01
285,0.04998431742477802,42,0.6397048402341908,0.7924431753888113,11,0.4565619747398705,1.0775264828820683,LGBMR,optuna,XLP,2019-10-01
149,0.021122245128517902,42,0.6888665688231757,0.6150666180417208,16,0.1369132537301198,1.1600860810798561,LGBMR,optuna,XLF,2019-10-01
110,0.07738844005737099,44,0.7673105626579885,0.7797140030585891,13,0.15713709788246463,1.3160076683176942,LGBMR,optuna,XLY,2019-10-01
101,0.015663548907988198,49,0.6992304032279681,0.6007126028664657,11,0.49863968351901944,1.2217451288656715,LGBMR,optuna,XLU,2019-10-01
176,0.04616824386588154,36,0.7552462529342789,0.6046462960342293,15,0.3972671535390101,1.1206946751820832,LGBMR,optuna,SPY,2019-10-01
185,0.09649262622152968,31,0.7788670433354197,0.6510705828859045,13,0.10557968834185716,1.2472197280673638,LGBMR,optuna,IYR,2019-10-01
231,0.03628555575090746,36,0.7120792752018112,0.7194984171945727,11,0.10240297358057088,1.2798417361824979,LGBMR,optuna,XLV,2019-10-01
255,0.011451422092785872,43,0.7221370756186714,0.728432598210621,15,0.17953713435696464,1.157843516720986,LGBMR,optuna,VOX,2019-10-01
104,0.012371580328153827,44,0.7003435503007286,0.7219378592707096,10,0.3685545785094473,1.3951172757222128,LGBMR,optuna,XLB,2019-11-01
100,0.07224786751294644,49,0.6329657011194519,0.7169639452926059,18,0.10237804196654261,1.1512402427321222,LGBMR,optuna,XLK,2019-11-01
115,0.07197308622547234,41,0.7182698533939241,0.7979323936414818,15,0.20471814948215822,1.3382126928248843,LGBMR,optuna,XLF,2019-11-01
197,0.06071629555570512,34,0.6144358537394465,0.775968630557444,10,0.31588822009272655,1.351080242328028,LGBMR,optuna,XLP,2019-11-01
233,0.09039695647062056,43,0.6599072624763026,0.6796322820938642,16,0.10071730068354268,1.2136393673400718,LGBMR,optuna,XLE,2019-11-01
180,0.07413484470931042,32,0.6902784033753332,0.7096400007463273,11,0.22390944715048594,1.029817483488916,LGBMR,optuna,XLY,2019-11-01
298,0.08174311612979715,35,0.6467586168891573,0.6315240696510597,17,0.10372926790830843,1.2087165859596642,LGBMR,optuna,XLI,2019-11-01
128,0.013986035549399619,31,0.7113689477020337,0.6810488474198969,18,0.4818535064159343,1.0209245569754033,LGBMR,optuna,VOX,2019-11-01
221,0.05279605930944574,45,0.6142876553723362,0.7035644247466981,11,0.10000517218086082,1.327722371941735,LGBMR,optuna,IYR,2019-11-01
203,0.06598172848130157,48,0.6667895762594321,0.7079692089478431,15,0.37355008164872705,1.041295290951833,LGBMR,optuna,SPY,2019-11-01
280,0.02778459322640982,35,0.7083225848103666,0.7146951933646378,17,0.10012284136012191,1.2061021842590873,LGBMR,optuna,XLV,2019-11-01
242,0.06718345581909373,43,0.7355325739063987,0.7089552585391362,18,0.4995415636742799,1.074527642426285,LGBMR,optuna,XLU,2019-11-01
153,0.0643615002854918,48,0.7265827897372955,0.7255188887743035,12,0.10047125030021904,1.389277616243081,LGBMR,optuna,XLE,2019-12-02
216,0.09942623077907514,45,0.7563300471638523,0.7253124894448596,13,0.1831376859526363,1.1576048893192843,LGBMR,optuna,XLB,2019-12-02
123,0.07852030476044655,43,0.6694433279837121,0.6799453726350881,20,0.10041416981146034,1.1704563285246565,LGBMR,optuna,XLF,2019-12-02
275,0.025439634274568593,32,0.7365968587999505,0.7600579785345641,12,0.479859149454948,1.1248238044114487,LGBMR,optuna,XLY,2019-12-02
289,0.09896654412693459,35,0.6810085809598087,0.6998167771991084,11,0.3077554446062246,1.3629458702654293,LGBMR,optuna,XLP,2019-12-02
163,0.09669044220667483,37,0.761122011779967,0.6568071764695799,16,0.10260901712216357,1.2388726439871236,LGBMR,optuna,XLV,2019-12-02
145,0.03384674118492794,31,0.6799192178667954,0.7604262515812984,16,0.35535076892850825,1.0110355741858044,LGBMR,optuna,SPY,2019-12-02
297,0.017156247313129057,40,0.6018272952500835,0.6307087696897883,11,0.10075429165236753,1.4470825303496393,LGBMR,optuna,XLI,2019-12-02
282,0.049050005373861574,31,0.6873372046668347,0.7476081869967192,19,0.10007712789014,1.081544851962706,LGBMR,optuna,XLK,2019-12-02
155,0.06200378911542414,34,0.7489224283576672,0.6425905121245478,17,0.4989189656986774,1.0442147012509329,LGBMR,optuna,XLU,2019-12-02
205,0.027910402666601705,44,0.6660195396752251,0.6008275050511965,12,0.10080034991916062,1.1495947165654974,LGBMR,optuna,VOX,2019-12-02
300,0.04653201541165893,50,0.793864813151019,0.6905077337787583,20,0.10097158798713843,1.4900070089600799,LGBMR,optuna,IYR,2019-12-02
127,0.010270380409267013,48,0.7702466425348834,0.6005102262252234,14,0.49960506771206553,1.2468961609341682,LGBMR,optuna,XLE,2020-01-02
197,0.08996109037044249,34,0.7541095532830875,0.757095863548594,17,0.13361220298383608,1.3317396234743613,LGBMR,optuna,XLB,2020-01-02
164,0.08334309664131181,33,0.6227963801169752,0.7451287204919077,10,0.10019327956678928,1.2113756743176216,LGBMR,optuna,XLK,2020-01-02
161,0.0930161478487518,40,0.7294463697129415,0.6817981990224254,17,0.14235278417778666,1.3700707178413762,LGBMR,optuna,XLP,2020-01-02
113,0.08116069036842044,31,0.7579342802558932,0.618062052088456,18,0.46965268686503825,1.0384395377328415,LGBMR,optuna,XLY,2020-01-02
242,0.07157062263177671,47,0.6162285199679366,0.6901661034862973,15,0.10129643538227275,1.0642180036713567,LGBMR,optuna,XLI,2020-01-02
160,0.06087394406667021,45,0.6131414837643238,0.6653116146286691,19,0.11611505351778921,1.3708685177902673,LGBMR,optuna,XLV,2020-01-02
249,0.010302018915579834,34,0.7988123780074765,0.6445969782131011,20,0.10393246945015207,1.2400617595326988,LGBMR,optuna,XLF,2020-01-02
115,0.09319739380555264,50,0.735101288988681,0.7894652242323713,16,0.10361878289758078,1.0503038188320233,LGBMR,optuna,IYR,2020-01-02
139,0.045339048250086035,40,0.6211725866263803,0.7714375547473515,13,0.17319787063373993,1.1546924181551996,LGBMR,optuna,XLU,2020-01-02
165,0.037849504712682,41,0.654870119586546,0.6558550786503337,10,0.48280171760977736,1.2939767371084123,LGBMR,optuna,VOX,2020-01-02
226,0.06158758731741702,31,0.7225334983657357,0.7413816139606711,16,0.2563142550884431,1.1772515419405796,LGBMR,optuna,SPY,2020-01-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLE,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLI,2019-01-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLF,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-01-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLY,2019-01-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,VOX,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLU,2019-01-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,IYR,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLI,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLY,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLE,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-02-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLU,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,IYR,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,VOX,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLE,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-03-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLI,2019-03-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-03-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-03-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLY,2019-03-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-03-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLU,2019-03-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,IYR,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,VOX,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-04-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLE,2019-04-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-04-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLI,2019-04-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-04-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLY,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-04-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-04-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,VOX,2019-04-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-04-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLE,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-05-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-05-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLI,2019-05-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-05-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLP,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-05-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-05-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,VOX,2019-05-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-06-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLE,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-06-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-06-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLY,2019-06-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-06-03
